Date,Time,Close,Expiry
2017-10-23,10:30:00,24049.95,2017-10-26
2017-10-24,10:30:00,24252.0,2017-10-26
2017-10-25,10:30:00,24662.95,2017-10-26
2017-10-26,10:30:00,24926.25,2017-10-26
2017-10-27,10:30:00,25012.1,2017-11-30
2017-10-30,10:30:00,25060.3,2017-11-30
2017-10-31,10:30:00,25036.95,2017-11-30
2017-11-01,10:30:00,25465.2,2017-11-30
2017-11-02,10:30:00,25541.05,2017-11-30
2017-11-03,10:30:00,25480.45,2017-11-30
2017-11-06,10:30:00,25607.0,2017-11-30
2017-11-07,10:30:00,25497.1,2017-11-30
2017-11-08,10:30:00,25364.95,2017-11-30
2017-11-09,10:30:00,25410.0,2017-11-30
2017-11-10,10:30:00,25401.45,2017-11-30
2017-11-13,10:30:00,25546.2,2017-11-30
2017-11-14,10:30:00,25412.1,2017-11-30
2017-11-15,10:30:00,25374.9,2017-11-30
2017-11-16,10:30:00,25410.1,2017-11-30
2017-11-17,10:30:00,25920.0,2017-11-30
2017-11-20,10:30:00,25787.7,2017-11-30
2017-11-21,10:30:00,25901.0,2017-11-30
2017-11-22,10:30:00,25739.1,2017-11-30
2017-11-23,10:30:00,25775.7,2017-11-30
2017-11-24,10:30:00,25845.0,2017-11-30
2017-11-27,10:30:00,25766.05,2017-11-30
2017-11-28,10:30:00,25959.3,2017-11-30
2017-11-29,10:30:00,25839.9,2017-11-30
2017-11-30,10:30:00,25561.15,2017-11-30
2017-12-01,10:30:00,25470.0,2017-12-28
2017-12-04,10:30:00,25259.05,2017-12-28
2017-12-05,10:30:00,25097.0,2017-12-28
2017-12-06,10:30:00,25121.1,2017-12-28
2017-12-07,10:30:00,25038.15,2017-12-28
2017-12-08,10:30:00,25320.0,2017-12-28
2017-12-11,10:30:00,25451.0,2017-12-28
2017-12-12,10:30:00,25220.2,2017-12-28
2017-12-13,10:30:00,25097.95,2017-12-28
2017-12-14,10:30:00,25048.0,2017-12-28
2017-12-15,10:30:00,25493.0,2017-12-28
2017-12-18,10:30:00,25647.45,2017-12-28
2017-12-19,10:30:00,25645.25,2017-12-28
2017-12-20,10:30:00,25675.3,2017-12-28
2017-12-21,10:30:00,25573.85,2017-12-28
2017-12-22,10:30:00,25640.05,2017-12-28
2017-12-26,10:30:00,25611.0,2017-12-28
2017-12-27,10:30:00,25710.05,2017-12-28
2017-12-28,10:30:00,25471.7,2017-12-28
2017-12-29,10:30:00,25573.0,2018-01-25
